name,state,vin,year,vehicle,model,engine,transmission,drivetrain,cab,bed,color,interior,base_msrp,total_msrp,availability_date,total_packages,packages,dealerId,url,regionId,lat,long
First Team Toyota,VA,JTEAAAAH3RJ171808,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black SofTex® [softex],39280,41878.0,,7,"First Aid Kit w/ PPE[installed_msrp], Connected Services Trial Offering 3 Additional Years of Drive Connect & Remote Connect[installed_msrp], Roof Rack Cross Bars[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp]",45080,https://www.firstteamtoyota.com,80,36.865721,-76.415474
Checkered Flag Toyota,VA,JTEAAAAH9RJ176771,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,46263.0,,7,"Roof Rack Cross Bars[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Special Color, Integrated Dashcam[installed_msrp]",45009,https://toyota.checkeredflag.com,80,36.847767,-76.163478
Checkered Flag Toyota,VA,JTEAAAAH1RJ177865,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Boulder SofTex® [softex],43215,46543.0,,5,"Door Edge Guards[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof",45009,https://toyota.checkeredflag.com,80,36.847767,-76.163478
Hall Toyota Virginia Beach,VA,JTEAAAAH0RJ175248,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,42264.0,,5,"Black Roof Rail, Door Edge Guards[installed_msrp], Nightshade Edition, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions",45095,https://www.halltoyotavirginiabeach.com,80,36.848624,-76.031605
Hall Toyota Virginia Beach,VA,JTEAAAAH5RJ175214,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Black/Java SofTex® [softex],43215,45074.0,,3,"Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]",45095,https://www.halltoyotavirginiabeach.com,80,36.848624,-76.031605
Hall Toyota Virginia Beach,VA,JTEAAAAH2RJ172853,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Black/Java SofTex® [softex],43215,45074.0,,3,"Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]",45095,https://www.halltoyotavirginiabeach.com,80,36.848624,-76.031605
Hall Toyota Virginia Beach,VA,JTEAAAAH0RJ171443,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Boulder SofTex® [softex],43215,46899.0,,5,"Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], Special Color, 50 State Emissions",45095,https://www.halltoyotavirginiabeach.com,80,36.848624,-76.031605
Hertrich Toyota of Pocomoke,MD,JTEAAAAH5RJ172345,2024,venza,le,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black Fabric,35070,37210.0,,4,"50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Special Color",19075,https://www.hertrichtoyotapocomoke.com,80,38.044029,-75.543184
Pohanka Toyota of Salisbury,MD,JTEAAAAHXRJ177217,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,42653.0,,8,"Nightshade Edition, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], Special Color, Quick Charging Cable Package[installed_msrp], Black Roof Rail, Roof Rack Cross Bars[installed_msrp]",19061,https://www.pohankatoyotamd.com,80,38.391119,-75.576496
Pohanka Toyota of Salisbury,MD,JTEAAAAH4RJ177343,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],39280,42908.0,,8,"All-Weather Floor Liner Package[installed_msrp], Special Color, Integrated Dashcam[installed_msrp], Roof Rack Cross Bars[installed_msrp], JBL® Premium Audio, 50 State Emissions, Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp]",19061,https://www.pohankatoyotamd.com,80,38.391119,-75.576496
Berglund Toyota,VA,JTEAAAAH1RJ171838,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Boulder SofTex® [softex],39280,41575.0,,4,"50 State Emissions, JBL® Premium Audio, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp]",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAHXRJ178321,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Boulder SofTex® [softex],39280,41878.0,,7,"All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], JBL® Premium Audio, Door Edge Guards[installed_msrp], Alloy Wheel Locks[installed_msrp], First Aid Kit w/ PPE[installed_msrp], 50 State Emissions",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAH1RJ167840,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,42275.0,,6,"Door Edge Guards[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Nightshade Edition, 50 State Emissions, Black Roof Rail, All-Weather Floor Liner Package[installed_msrp]",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAH0RJ179199,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,42340.0,,8,"Special Color, 50 State Emissions, Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Nightshade Edition, Black Roof Rail, Venza Owner's Manual Portfolio[installed_msrp], Door Edge Guards[installed_msrp]",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAH9RJ170680,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Boulder SofTex® [softex],43215,45085.0,,4,"Door Edge Guards[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp]",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAH9RJ171716,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black/Java SofTex® [softex],43215,45085.0,,4,"Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAH4RJ177018,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,45658.0,,7,"Alloy Wheel Locks[installed_msrp], Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Berglund Toyota,VA,JTEAAAAH5RJ178467,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black/Java SofTex® [softex],43215,46633.0,,7,"First Aid Kit w/ PPE[installed_msrp], Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp]",45085,https://www.berglundtoyota.com,80,37.360769,-79.18004
Haley Toyota,VA,JTEAAAAH1RJ166882,2024,venza,le,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Fabric,35070,37695.0,,5,"Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Connected Services Trial Offering 3 Additional Years of Drive Connect & 2 Additional Years of Remote Connect[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Special Color",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAHXRJ165889,2024,venza,le,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Boulder Fabric,35070,37695.0,,5,"Special Color, Connected Services Trial Offering 3 Additional Years of Drive Connect & 2 Additional Years of Remote Connect[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp]",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAH7RJ175943,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Boulder SofTex® [softex],39280,40995.0,,3,"50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp]",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAHXRJ177010,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Boulder SofTex® [softex],39280,41409.0,,3,"All-Weather Floor Liner Package[installed_msrp], Special Color, 50 State Emissions",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAH2RJ169984,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],43215,45355.0,,4,"Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp]",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAHXRJ168467,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45633.0,,6,"Special Color, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp]",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAH4RJ177035,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black/Java SofTex® [softex],43215,45710.0,,6,"50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Integrated Dashcam[installed_msrp], Console Safe[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAH0RJ177078,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Boulder SofTex® [softex],43215,46135.0,,7,"Console Safe[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Integrated Dashcam[installed_msrp], Door Edge Guards[installed_msrp]",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Haley Toyota,VA,JTEAAAAH1RJ163819,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Boulder SofTex® [softex],43215,46744.0,,4,"All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, Special Color",45053,https://www.haleytoyotaofroanoke.com,80,37.285418,-79.937212
Shelor Toyota,VA,JTEAAAAH5RJ179084,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45589.0,,6,"50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], First Aid Kit w/ PPE[installed_msrp], Alloy Wheel Locks[installed_msrp]",45036,https://www.shelortoyota.com,80,37.136254,-80.366507
Nelson Toyota,VA,JTEAAAAH8RJ176244,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black/Java SofTex® [softex],39280,41064.0,,4,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",45087,https://www.toyotasbynelson.com,80,36.740522,-79.95362
Nelson Toyota,VA,JTEAAAAH4RJ173356,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black/Java SofTex® [softex],43215,45074.0,,3,"Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]",45087,https://www.toyotasbynelson.com,80,36.740522,-79.95362
Nelson Toyota,VA,JTEAAAAH9RJ173661,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Boulder SofTex® [softex],43215,45110.0,,5,"First Aid Kit w/ PPE[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions",45087,https://www.toyotasbynelson.com,80,36.740522,-79.95362
Nelson Toyota,VA,JTEAAAAH2RJ179849,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,46319.0,,3,"50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof",45087,https://www.toyotasbynelson.com,80,36.740522,-79.95362
Mount Airy Toyota,NC,JTEAAAAHXRJ165732,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,47926.5,Now,7,"Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions",32144,https://www.mountairytoyota.com,50,36.5095,-80.624961
L & S Toyota of Beckley,WV,JTEAAAAH0RJ156649,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black SofTex® [softex],39130,41270.0,,4,"Venza Owner's Manual Portfolio[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions",47025,https://www.lstoyotabeckley.com,80,37.805426,-81.185166
L & S Toyota of Beckley,WV,JTEAAAAH2RJ165286,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,41846.0,,5,"JBL® Premium Audio, Special Color, 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Door Edge Guards[installed_msrp]",47025,https://www.lstoyotabeckley.com,80,37.805426,-81.185166
Ball Toyota of Charleston,WV,JTEAAAAH7RJ153229,2024,venza,le,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Fabric,34920,37118.0,,4,"Special Color, 50 State Emissions, Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp]",47032,https://www.balltoyota.com,80,38.370629,-81.671648
Ball Toyota of Charleston,WV,JTEAAAAHXRJ169294,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black/Java SofTex® [softex],43215,47000.0,,8,"First Aid Kit w/ PPE[installed_msrp], Door Edge Guards[installed_msrp], Special Color, 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",47032,https://www.balltoyota.com,80,38.370629,-81.671648
